Wall time,Step,Value
1650645573.2144048,1,10.970800399780273
1650648074.3533797,2500,7.742599964141846
1650650573.874933,5000,7.531700134277344
1650653066.880478,7500,7.4116997718811035
1650655562.8774357,10000,7.336699962615967
1650658059.877289,12500,7.288899898529053
1650660553.906616,15000,7.234399795532227
1650663050.9150953,17500,7.201399803161621
1650665549.9216876,20000,7.1585001945495605
1650668043.9119847,22500,7.130799770355225
1650670543.8941746,25000,7.095900058746338
1650674106.8976717,27500,7.064499855041504
1650676602.9064736,30000,7.033999919891357
1650679097.8913133,32500,7.000999927520752
1650681592.886172,35000,6.957200050354004
1650684084.9090772,37500,6.916399955749512
1650686578.8692079,40000,6.870800018310547
1650689074.875599,42500,6.806000232696533
1650691567.8777797,45000,6.73769998550415
1650694060.872054,47500,6.685100078582764
1650696553.8908997,50000,6.605500221252441
1650700097.8951008,52500,6.531199932098389
1650702593.8774114,55000,6.456600189208984
1650705089.9103127,57500,6.3734002113342285
1650707587.9044824,60000,6.299799919128418
1650710082.8941574,62500,6.212900161743164
1650712575.8936303,65000,6.12529993057251
1650715069.9173467,67500,6.045199871063232
1650717563.879856,70000,5.936299800872803
1650720060.9072564,72500,5.833399772644043
1650722553.908628,75000,5.731900215148926
1650726088.880967,77500,5.637599945068359
1650728585.9091742,80000,5.530099868774414
1650731080.8954186,82500,5.41349983215332
1650733574.8791637,85000,5.16540002822876
1650736070.8991084,87500,4.824999809265137
1650738567.9069192,90000,4.564899921417236
1650741074.9018786,92500,4.343200206756592
1650743570.9065292,95000,4.183499813079834
1650746067.883877,97500,4.0071001052856445
1650748563.9305222,100000,3.8738999366760254
1650752122.8871195,102500,3.728300094604492
1650754619.8852353,105000,3.6317999362945557
1650757114.9173446,107500,3.5373001098632812
1650759609.93734,110000,3.472399950027466
1650762106.933593,112500,3.3926000595092773
1650764601.9081447,115000,3.3480000495910645
1650767096.8918443,117500,3.2876999378204346
1650769591.9091833,120000,3.240999937057495
1650772087.910723,122500,3.189500093460083
1650774583.9094796,125000,3.149399995803833
1650778128.9148405,127500,3.109100103378296
1650780622.8916113,130000,3.0724000930786133
1650783117.914255,132500,3.046099901199341
1650785614.8937254,135000,3.0107998847961426
1650788111.929018,137500,2.9716999530792236
1650790606.9111555,140000,2.948699951171875
1650793103.9207106,142500,2.938199996948242
1650795602.91208,145000,2.9154999256134033
1650798103.94224,147500,2.8828001022338867
1650800603.940444,150000,2.8698999881744385
1650804196.9262738,152500,2.846299886703491
1650806697.902181,155000,2.819200038909912
1650809190.9154568,157500,2.789799928665161
1650811692.902573,160000,2.791599988937378
1650814185.9482853,162500,2.7611000537872314
1650816685.9080484,165000,2.7585999965667725
1650819177.8982203,167500,2.7402000427246094
1650821674.9530792,170000,2.726900100708008
1650824170.9459658,172500,2.706199884414673
1650826667.9177501,175000,2.684799909591675
1650830228.945957,177500,2.679500102996826
1650832728.9404242,180000,2.6633999347686768
1650835225.9287577,182500,2.660599946975708
1650837719.9039695,185000,2.632999897003174
1650840214.9387376,187500,2.626699924468994
1650842709.9501104,190000,2.6129000186920166
1650845200.9375753,192500,2.609800100326538
1650847694.9246292,195000,2.595099925994873
1650850189.9578269,197500,2.5717999935150146
1650852685.9577703,200000,2.56820011138916
1650856255.9255428,202500,2.5541000366210938
1650858750.9243774,205000,2.5415000915527344
1650861247.943211,207500,2.532099962234497
1650863741.931935,210000,2.5243000984191895
1650866238.9428866,212500,2.520900011062622
1650868735.9466417,215000,2.5039000511169434
1650871231.944077,217500,2.501499891281128
1650873725.9782186,220000,2.4839999675750732
1650876219.9597557,222500,2.47379994392395
1650878713.9417338,225000,2.4767000675201416
1650882326.949659,227500,2.455199956893921
1650884825.9629734,230000,2.448899984359741
1650887323.9662282,232500,2.453200101852417
1650889823.9182446,235000,2.441499948501587
1650892324.9622092,237500,2.431999921798706
1650894827.9631994,240000,2.4342000484466553
1650897325.9515605,242500,2.4198999404907227
1650899822.9642136,245000,2.414400100708008
1650902320.9739344,247500,2.401700019836426
1650904819.955392,250000,2.3898000717163086
1650908520.9179456,252500,2.3854000568389893
1650911021.923236,255000,2.381200075149536
1650913521.9246323,257500,2.3801000118255615
1650916019.9246674,260000,2.3715999126434326
1650918518.9761343,262500,2.364500045776367
1650921018.9274116,265000,2.35479998588562
1650923514.921899,267500,2.34089994430542
1650926013.9826257,270000,2.346400022506714
1650928512.963734,272500,2.3348000049591064
1650931013.9722085,275000,2.33240008354187
1650934760.968172,277500,2.328000068664551
1650937261.9635413,280000,2.3190999031066895
1650939760.9636555,282500,2.309799909591675
1650942262.949887,285000,2.3117001056671143
1650944762.9727855,287500,2.2967000007629395
1650947263.9492047,290000,2.291800022125244
1650949767.9766273,292500,2.291100025177002
1650952267.938065,295000,2.284899950027466
1650954767.9877338,297500,2.287400007247925
1650957270.9856627,300000,2.2802999019622803
1650961026.9534674,302500,2.269200086593628
1650963525.6263337,305000,2.2607998847961426
1650966024.9781635,307500,2.2548000812530518
1650968526.9532075,310000,2.2516000270843506
1650971024.9791043,312500,2.2602999210357666
1650973527.9686112,315000,2.2460999488830566
1650976029.95254,317500,2.243000030517578
1650978526.9597733,320000,2.235100030899048
1650981027.9574633,322500,2.233799934387207
1650983526.9834025,325000,2.2216999530792236
1650987259.9370532,327500,2.218600034713745
1650989762.9560714,330000,2.2195000648498535
1650992261.9888434,332500,2.213599920272827
1650994764.9843738,335000,2.2058000564575195
1650997262.9865615,337500,2.210599899291992
1650999766.9834802,340000,2.203399896621704
1651002268.9792714,342500,2.2076001167297363
1651004768.980917,345000,2.182499885559082
1651007272.0732782,347500,2.194200038909912
1651009779.962567,350000,2.183500051498413
1651013546.9857888,352500,2.1786000728607178
1651016054.94535,355000,2.181999921798706
1651018556.971298,357500,2.174099922180176
1651021056.9828258,360000,2.1712000370025635
1651023559.9707253,362500,2.170300006866455
1651026072.986131,365000,2.1737000942230225
1651028570.9904542,367500,2.158799886703491
1651031070.9677448,370000,2.1570000648498535
1651033568.9682074,372500,2.138400077819824
1651036064.9956677,375000,2.140399932861328
1651039697.9778192,377500,2.137700080871582
1651042198.9981945,380000,2.134200096130371
1651044695.9709625,382500,2.137399911880493
1651047191.9933856,385000,2.1349000930786133
1651049687.9670415,387500,2.125499963760376
1651052187.972119,390000,2.128000020980835
1651054685.974844,392500,2.1289000511169434
1651057182.0099082,395000,2.1182000637054443
1651059674.9740474,397500,2.1182000637054443
1651062168.9736078,400000,2.111599922180176
1651065894.9791625,402500,2.1089999675750732
1651068389.9729707,405000,2.108099937438965
1651070887.9778519,407500,2.107800006866455
1651073382.9724987,410000,2.0957999229431152
1651075877.9775965,412500,2.0978000164031982
1651078371.973878,415000,2.094099998474121
1651080866.9958503,417500,2.0896999835968018
1651083359.0987625,420000,2.092400074005127
1651085852.9767032,422500,2.0906999111175537
1651088351.9618986,425000,2.0838000774383545
1651092153.9835842,427500,2.077500104904175
1651094654.0102367,430000,2.0813000202178955
1651097150.0138762,432500,2.080199956893921
1651099645.963782,435000,2.0734000205993652
1651102141.9826446,437500,2.0664000511169434
1651104636.980855,440000,2.0731000900268555
1651107131.0066345,442500,2.0662999153137207
1651109626.9822152,445000,2.065500020980835
1651112125.9810514,447500,2.0580999851226807
1651114625.9901886,450000,2.06030011177063
1651118347.0138853,452500,2.058199882507324
1651120847.9945726,455000,2.053299903869629
1651123347.0098794,457500,2.0497000217437744
1651125845.9879842,460000,2.0506999492645264
1651128343.0163743,462500,2.047600030899048
1651130843.0126448,465000,2.043800115585327
1651133343.0003414,467500,2.039900064468384
1651135840.9712443,470000,2.0385000705718994
1651138339.102992,472500,2.0441999435424805
1651140835.0216408,475000,2.039299964904785
1651144624.989125,477500,2.0320000648498535
1651147124.0233614,480000,2.0248000621795654
1651149621.9702806,482500,2.0208001136779785
1651152120.9903266,485000,2.0209999084472656
1651154618.0002599,487500,2.024399995803833
1651157116.024422,490000,2.0088000297546387
1651159614.025766,492500,2.0213000774383545
1651162112.0189345,495000,2.0136001110076904
